AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
2.22,8.89,5.56,3.33,6.67,7.78,3.33,3.33,4.44,8.89,5.56,3.33,3.33,1.11,10.0,5.56,6.67,4.44,3.33,2.22
6.49,0.0,9.09,14.29,7.79,7.79,3.9,6.49,2.6,2.6,1.3,2.6,3.9,1.3,11.69,1.3,5.19,3.9,1.3,6.49
4.59,6.42,7.34,2.75,3.67,9.17,1.83,0.92,4.59,14.68,1.83,3.67,3.67,1.83,10.09,8.26,5.5,5.5,0.0,3.67
7.08,2.65,6.19,4.42,4.42,5.84,0.88,4.6,6.02,9.2,1.95,3.72,3.54,4.96,3.01,10.62,9.2,6.02,2.48,3.19
5.92,0.59,4.73,8.28,5.92,2.37,0.59,8.28,10.65,7.69,4.73,4.73,1.78,2.96,2.96,5.33,8.28,9.47,1.18,3.55
0.0,12.5,6.25,3.12,0.0,7.81,1.56,4.69,9.38,3.12,0.0,9.38,6.25,9.38,7.81,3.12,10.94,1.56,1.56,1.56
4.53,0.0,4.53,9.06,2.44,4.53,1.39,6.27,8.36,8.36,3.14,4.88,6.97,5.57,5.23,5.23,9.76,5.92,0.0,3.83
7.14,11.9,4.76,3.57,3.57,4.76,0.0,1.19,10.71,8.33,4.76,3.57,0.0,9.52,5.95,4.76,4.76,4.76,1.19,4.76
6.12,2.23,6.02,4.27,3.69,6.12,3.3,4.08,6.12,8.35,2.52,4.37,6.6,3.59,5.44,9.9,6.6,6.41,0.78,3.5
14.77,0.67,5.03,3.69,2.68,9.4,2.01,5.37,3.69,10.74,5.7,4.7,4.36,4.03,3.69,5.7,4.7,7.72,0.67,0.67
12.12,0.65,4.76,6.71,4.11,8.23,4.33,4.33,3.68,8.66,2.16,3.46,5.19,4.33,5.41,4.55,5.41,8.23,0.65,3.03
14.16,1.77,2.65,6.19,2.65,6.19,1.77,5.31,6.19,5.31,2.65,1.77,5.31,7.96,4.42,6.19,6.19,9.73,0.88,2.65
10.0,0.0,7.65,2.35,4.12,10.0,0.59,6.47,5.88,7.06,1.76,5.29,2.35,2.35,1.76,7.06,15.29,7.65,0.0,2.35
3.74,0.93,4.67,10.28,3.74,2.8,1.87,10.28,3.74,10.28,3.74,8.41,1.87,4.67,3.74,6.54,6.54,5.61,0.0,6.54
4.21,1.05,4.21,10.53,3.16,4.21,0.0,5.26,11.58,10.53,2.11,1.05,2.11,2.11,10.53,7.37,1.05,12.63,1.05,5.26
5.99,2.22,4.83,5.6,3.38,6.09,2.03,3.0,4.54,10.05,2.61,6.28,5.12,4.73,7.05,11.59,5.22,6.67,1.06,1.93
3.61,10.84,3.61,4.82,2.41,10.84,1.2,2.41,6.02,13.25,8.43,2.41,3.61,1.2,7.23,3.61,4.82,6.02,0.0,3.61
7.47,0.6,5.41,6.53,4.3,4.73,0.86,6.44,4.9,12.63,1.55,6.19,4.04,5.76,3.52,9.28,5.93,5.5,1.29,3.09
5.91,1.91,4.87,6.96,5.57,6.26,1.74,6.43,5.22,8.52,2.09,4.87,5.39,3.48,4.52,7.48,6.26,8.0,0.7,3.83
6.02,9.64,3.61,9.64,6.02,4.82,1.2,3.61,7.23,8.43,3.61,1.2,2.41,3.61,6.02,7.23,2.41,8.43,3.61,1.2
4.44,8.15,5.19,2.96,2.96,5.93,2.22,2.22,2.96,7.41,2.22,3.7,8.89,4.44,5.93,7.41,9.63,9.63,0.74,2.96
3.88,2.33,3.1,3.1,1.55,9.3,4.65,6.98,8.53,10.85,3.1,2.33,5.43,0.78,9.3,5.43,6.98,4.65,0.78,6.98
9.53,2.35,4.83,5.94,4.7,6.81,1.86,5.32,4.95,11.14,2.6,3.09,4.58,3.09,5.2,7.43,4.83,7.3,1.11,3.34
7.22,0.0,6.7,9.28,6.19,6.7,0.0,3.09,5.67,13.4,1.55,2.58,4.12,7.73,4.12,5.67,7.22,6.19,2.06,0.52
6.64,0.24,5.56,10.75,3.38,6.04,1.57,9.54,9.18,10.75,1.93,4.71,2.42,2.54,6.04,6.4,4.71,5.56,0.0,2.05
8.39,9.68,4.52,1.29,3.87,7.74,1.94,3.23,7.74,10.32,1.94,6.45,4.52,5.16,3.87,4.52,3.87,4.52,0.0,6.45
7.01,2.12,7.43,5.1,5.52,5.31,2.55,4.88,4.88,11.04,2.12,4.25,6.16,2.76,6.16,7.64,5.73,5.1,1.49,2.76
6.33,8.86,6.33,7.59,3.8,5.06,0.0,10.13,5.06,7.59,3.8,2.53,3.8,1.27,6.33,8.86,0.0,5.06,3.8,3.8
9.51,1.22,6.1,4.15,4.15,8.54,7.32,7.32,2.93,8.54,2.44,2.68,1.71,2.2,4.15,10.73,5.12,9.27,1.22,0.73
5.94,2.97,5.94,7.67,4.21,5.94,1.98,6.68,6.68,7.92,3.71,3.96,4.46,4.21,4.95,8.17,6.44,5.69,0.74,1.73
10.71,10.71,3.57,7.14,4.76,7.14,2.38,4.76,7.14,9.52,3.57,3.57,1.19,2.38,7.14,7.14,1.19,5.95,0.0,0.0
4.92,2.66,3.89,4.51,4.51,4.51,1.84,5.94,5.74,11.07,2.87,3.28,5.33,3.48,6.76,9.63,6.97,6.56,2.25,3.28
4.82,9.64,7.23,1.2,6.02,9.64,1.2,3.61,7.23,8.43,2.41,7.23,6.02,1.2,3.61,2.41,4.82,9.64,0.0,3.61
4.07,0.0,7.32,9.76,5.69,4.07,2.44,5.69,11.38,8.13,2.44,3.25,4.88,4.07,6.5,3.25,3.25,6.5,0.81,6.5
8.43,10.84,4.82,7.23,6.02,3.61,0.0,2.41,4.82,9.64,3.61,3.61,7.23,1.2,3.61,9.64,3.61,4.82,2.41,2.41
7.87,5.62,5.62,4.49,4.49,6.74,3.37,7.87,4.49,11.24,3.37,2.25,5.62,2.25,2.25,4.49,6.74,4.49,3.37,3.37
5.5,3.21,11.01,5.5,6.42,6.42,5.05,2.29,4.13,5.05,1.83,4.13,5.5,2.75,8.72,10.09,5.96,1.83,1.83,2.75
4.65,6.98,8.14,4.65,8.14,3.49,1.16,6.98,4.65,6.98,6.98,6.98,4.65,4.65,3.49,2.33,5.81,5.81,0.0,3.49
3.17,12.7,1.59,4.76,4.76,6.35,1.59,6.35,12.7,3.17,1.59,6.35,0.0,0.0,3.17,6.35,12.7,1.59,3.17,7.94
6.32,0.57,5.75,4.6,5.75,4.6,4.02,6.9,8.05,10.34,1.15,8.05,4.6,1.72,4.6,5.17,3.45,6.32,4.02,4.02
7.94,0.93,6.7,6.23,3.89,4.36,1.71,5.3,6.85,10.9,3.12,5.14,4.36,4.52,4.83,6.7,5.61,6.7,0.62,3.58
4.08,13.27,6.12,3.06,4.08,4.08,5.1,3.06,7.14,7.14,3.06,6.12,2.04,6.12,7.14,4.08,4.08,8.16,0.0,2.04
7.69,7.69,4.62,7.69,6.15,7.69,0.0,3.08,6.15,15.38,3.08,3.08,0.0,3.08,6.15,3.08,3.08,10.77,1.54,0.0
15.3,0.75,5.6,4.48,1.87,10.45,1.87,2.61,2.61,10.45,0.37,1.12,4.85,2.99,9.7,5.6,4.48,12.69,1.49,0.75
3.72,3.72,6.31,5.86,4.84,6.08,3.6,4.17,6.42,8.22,1.8,4.84,6.98,2.59,5.86,6.53,5.74,6.64,1.35,4.73
5.83,2.24,3.59,4.04,3.14,5.38,0.9,2.69,4.04,11.21,3.14,6.28,7.62,5.83,3.59,12.11,6.28,6.28,2.24,3.59
6.47,2.52,5.04,3.24,3.96,7.19,2.88,5.04,5.4,11.87,1.8,2.88,5.4,3.24,7.91,9.35,5.04,6.83,1.44,2.52
8.96,1.3,4.72,5.54,4.72,9.45,2.44,1.47,1.63,11.24,1.47,2.77,8.31,3.91,7.0,5.86,4.23,8.79,2.77,3.42
10.23,6.82,4.55,2.27,7.95,10.23,2.27,4.55,6.82,9.09,2.27,3.41,3.41,0.0,9.09,4.55,4.55,4.55,1.14,2.27
7.99,0.0,1.92,1.6,3.19,6.07,1.28,3.19,1.6,7.35,2.24,1.92,2.88,2.88,2.24,15.65,25.24,10.22,1.28,1.28
7.94,7.94,7.94,7.94,3.17,11.11,0.0,1.59,1.59,14.29,6.35,1.59,1.59,1.59,6.35,7.94,7.94,3.17,0.0,0.0
12.68,0.0,4.23,7.04,4.23,9.86,1.41,7.04,4.23,11.27,2.82,7.04,4.23,2.82,8.45,5.63,1.41,4.23,0.0,1.41
5.67,0.0,6.38,13.48,4.96,2.13,4.26,7.8,2.84,3.55,2.13,4.96,5.67,3.55,11.35,6.38,2.84,3.55,1.42,7.09
7.32,0.0,3.25,5.69,0.81,4.07,0.81,3.25,21.14,12.2,1.63,2.44,3.25,4.88,12.2,3.25,4.07,6.5,0.0,3.25
9.31,0.67,2.44,2.88,7.98,9.09,1.11,11.97,3.55,13.97,5.99,3.33,2.66,1.77,1.77,6.65,4.21,7.54,0.22,2.88
6.11,1.67,5.56,4.44,1.67,10.56,2.78,8.33,5.56,5.56,3.33,1.67,5.0,8.89,7.22,7.22,3.33,8.89,1.67,0.56
8.74,3.88,6.31,14.08,3.88,1.94,0.97,1.94,6.8,7.28,2.43,6.8,1.46,3.4,12.62,4.85,2.43,4.37,4.85,0.97
4.41,7.35,4.41,7.35,5.88,13.24,1.47,2.94,2.94,5.88,7.35,4.41,5.88,2.94,8.82,5.88,2.94,4.41,1.47,0.0
6.57,0.41,5.75,8.83,3.7,4.72,1.03,6.78,9.86,8.21,1.64,7.39,2.26,4.72,4.93,6.57,5.54,5.34,1.23,4.52
6.81,3.14,1.57,6.28,3.14,5.24,2.09,5.24,5.76,11.52,3.14,3.14,3.14,6.81,5.24,4.71,7.85,7.85,2.09,5.24
11.68,2.34,3.27,7.94,4.21,8.88,1.4,2.8,2.8,11.68,2.34,2.8,7.48,1.87,6.54,4.21,5.61,9.35,0.47,2.34
6.25,10.42,2.08,6.25,4.17,6.25,4.17,0.0,8.33,4.17,4.17,6.25,6.25,6.25,2.08,6.25,6.25,2.08,0.0,8.33
13.75,0.0,8.75,8.75,2.5,5.0,2.5,3.75,2.5,11.25,1.25,3.75,5.0,5.0,11.25,5.0,5.0,5.0,0.0,0.0
3.33,0.77,6.58,7.44,6.04,4.49,0.54,11.54,9.14,7.36,1.86,9.99,3.1,2.71,2.94,6.43,4.11,4.26,1.08,6.27
6.67,0.67,4.27,4.8,5.33,7.33,1.2,5.47,3.47,8.53,1.2,10.93,3.6,4.13,4.4,7.87,7.73,4.53,1.33,6.53
9.59,0.34,5.99,2.74,5.48,10.27,1.03,3.42,2.74,8.73,1.54,3.42,5.14,6.34,6.51,5.99,7.88,7.71,1.54,3.6
7.53,1.94,7.14,8.62,3.11,7.53,1.79,4.11,6.29,6.75,1.94,2.48,7.22,3.88,4.89,9.32,4.5,7.61,1.24,2.1
13.58,4.94,3.7,8.64,7.41,3.7,1.23,2.47,1.23,11.11,2.47,4.94,7.41,0.0,7.41,7.41,4.94,4.94,1.23,1.23
6.41,11.54,1.28,5.13,6.41,7.69,3.85,0.0,6.41,8.97,6.41,3.85,1.28,1.28,7.69,8.97,6.41,6.41,0.0,0.0
7.82,1.89,4.85,6.74,7.82,10.24,2.02,4.18,3.5,9.57,2.96,2.56,2.83,3.1,5.53,7.55,4.31,7.14,1.89,3.5
7.88,0.0,3.64,5.45,1.21,6.67,0.0,6.06,3.64,9.7,3.64,3.64,4.85,10.91,7.27,6.06,4.24,9.7,4.24,1.21
4.59,8.26,3.67,12.84,3.67,10.09,0.0,7.34,3.67,6.42,3.67,0.92,7.34,3.67,1.83,5.5,8.26,6.42,0.0,1.83
7.46,0.0,5.97,2.99,7.46,2.99,0.0,2.99,7.46,19.4,8.96,2.99,1.49,4.48,4.48,7.46,5.97,2.99,0.0,4.48
19.75,7.41,2.47,3.7,6.17,8.64,2.47,3.7,4.94,7.41,2.47,4.94,4.94,2.47,3.7,3.7,7.41,3.7,0.0,0.0
6.94,4.17,6.94,6.25,2.08,8.33,2.78,4.86,4.86,9.72,5.56,4.17,2.78,2.08,9.72,4.86,2.78,6.25,2.08,2.78
7.08,2.18,3.27,2.9,5.08,5.81,1.81,8.35,4.17,15.43,2.9,3.81,4.9,3.81,4.17,8.53,6.17,6.17,1.63,1.81
13.04,0.72,5.07,7.97,3.62,5.8,1.45,7.25,5.07,14.49,3.62,2.9,5.07,4.35,2.9,5.07,5.07,4.35,0.72,1.45
5.26,7.89,9.21,3.95,6.58,3.95,0.0,1.32,3.95,14.47,5.26,5.26,9.21,6.58,5.26,2.63,2.63,5.26,0.0,1.32
6.65,0.32,6.48,7.13,2.76,8.59,2.59,6.65,10.21,6.0,4.05,5.51,2.59,4.7,3.89,7.62,4.7,5.67,0.49,3.4
4.05,2.6,5.78,8.38,4.05,5.2,2.31,11.85,8.96,6.94,2.31,8.38,2.31,3.47,2.89,6.94,6.07,2.89,0.29,4.34
7.39,1.03,5.33,6.53,6.36,9.11,2.06,3.95,5.5,7.56,2.58,3.61,7.9,3.26,6.53,4.98,4.47,5.33,2.23,4.3
7.69,12.82,8.97,5.13,5.13,7.69,1.28,2.56,0.0,7.69,5.13,5.13,5.13,3.85,2.56,7.69,6.41,2.56,1.28,1.28
6.19,1.63,6.19,6.19,1.95,6.19,4.23,6.51,2.61,8.79,2.61,4.56,8.14,4.56,8.47,2.61,4.56,4.56,3.91,5.54
4.26,6.38,4.26,4.26,3.19,8.51,3.19,7.45,14.89,5.32,4.26,3.19,2.13,4.26,2.13,5.32,4.26,7.45,2.13,3.19
7.59,8.86,3.8,2.53,2.53,12.66,1.27,5.06,3.8,7.59,2.53,0.0,5.06,2.53,6.33,10.13,2.53,6.33,1.27,7.59
8.13,0.19,5.29,5.86,2.65,5.1,1.13,7.75,8.88,6.05,1.13,10.4,4.73,3.21,2.27,8.13,5.1,7.94,1.32,4.73
11.86,0.0,4.58,8.63,4.31,7.28,1.08,5.93,7.01,7.01,3.77,3.77,4.31,6.74,4.58,3.23,5.12,5.93,0.81,4.04
12.5,0.66,6.58,6.58,3.62,5.92,1.64,3.95,8.22,7.24,3.62,3.95,4.61,4.28,3.95,3.29,7.89,7.89,1.97,1.64
7.79,7.79,2.6,7.79,5.19,11.69,1.3,9.09,5.19,10.39,3.9,0.0,3.9,2.6,2.6,3.9,2.6,9.09,0.0,2.6
5.0,1.0,7.0,3.0,4.0,8.0,1.0,4.0,4.0,12.0,2.0,5.0,4.0,3.0,15.0,6.0,3.0,11.0,1.0,1.0
6.46,1.82,7.45,3.31,3.31,7.62,1.16,6.95,4.14,8.61,1.82,5.79,2.98,4.47,6.95,6.46,7.95,8.44,1.82,2.48
4.55,6.06,3.03,10.61,6.06,3.03,1.52,4.55,1.52,12.12,4.55,3.03,4.55,4.55,6.06,6.06,6.06,12.12,0.0,0.0
3.57,2.14,7.14,7.86,6.43,2.86,1.43,7.86,3.57,10.71,2.86,2.86,2.86,3.57,5.71,11.43,5.0,3.57,1.43,7.14
5.56,1.39,7.99,12.15,2.08,3.12,2.43,7.64,9.03,7.29,3.82,2.78,0.69,5.21,6.94,6.94,6.25,6.94,0.0,1.74
5.06,0.63,6.33,8.86,6.33,3.16,0.0,8.86,14.56,7.59,0.63,3.8,1.27,0.63,0.63,9.49,7.59,7.59,0.0,6.96
1.64,13.11,4.92,6.56,4.92,9.84,1.64,1.64,4.92,1.64,3.28,3.28,3.28,1.64,6.56,8.2,9.84,6.56,0.0,6.56
6.05,2.33,5.58,6.05,6.51,8.84,0.93,4.65,7.44,6.51,2.33,3.72,5.12,2.79,4.19,6.98,5.58,9.77,0.93,3.72
3.16,1.58,3.56,7.11,5.14,7.51,2.77,8.3,2.77,10.28,0.79,5.93,7.91,2.37,5.53,5.93,6.72,6.72,1.58,4.35
3.75,5.0,5.0,6.25,6.25,2.5,0.0,6.25,12.5,5.0,2.5,2.5,2.5,3.75,3.75,6.25,6.25,13.75,1.25,5.0
6.07,0.62,5.53,7.78,5.37,5.53,1.48,7.16,5.45,9.88,2.8,5.6,4.82,4.36,4.36,7.55,5.21,4.9,1.4,4.12
5.0,11.67,1.67,10.0,1.67,6.67,0.0,8.33,10.0,6.67,3.33,0.0,3.33,0.0,0.0,10.0,6.67,15.0,0.0,0.0
8.53,0.05,10.83,4.81,3.44,13.18,1.59,4.26,5.08,9.02,1.09,8.42,0.87,4.05,3.06,5.25,5.8,4.76,0.87,5.03
12.5,1.04,5.21,9.38,3.12,5.21,0.0,9.38,6.25,5.21,3.12,2.08,4.17,5.21,9.38,0.0,9.38,5.21,3.12,1.04
1.56,10.94,0.0,6.25,4.69,10.94,4.69,4.69,9.38,7.81,4.69,9.38,0.0,1.56,1.56,4.69,7.81,7.81,0.0,1.56
7.81,1.56,6.25,4.69,1.56,9.38,3.12,4.69,9.38,6.25,4.69,6.25,1.56,1.56,6.25,1.56,7.81,10.94,1.56,3.12
10.79,1.41,5.64,5.07,3.43,7.7,3.05,5.41,3.05,10.21,2.4,3.43,4.95,3.89,5.56,8.19,5.34,6.94,1.26,2.29
6.64,0.88,4.42,9.29,3.1,7.52,3.1,4.42,4.42,13.72,1.33,3.1,3.54,6.19,8.41,6.19,4.87,5.75,0.44,2.65
6.12,20.41,2.04,2.04,4.08,14.29,0.0,2.04,14.29,6.12,0.0,4.08,0.0,2.04,4.08,10.2,2.04,4.08,2.04,0.0
8.64,1.62,5.53,5.75,3.79,6.98,2.68,5.24,4.34,10.34,2.6,3.07,4.98,3.75,5.62,9.49,5.49,6.56,1.32,2.21
18.18,1.52,6.06,16.67,3.03,4.55,1.52,6.06,3.03,1.52,4.55,0.0,9.09,0.0,4.55,3.03,4.55,6.06,4.55,1.52
6.7,2.06,7.22,3.09,2.06,5.67,2.06,9.79,8.25,10.31,4.12,4.12,3.09,3.61,4.12,5.67,4.12,8.25,1.03,4.64
11.3,0.0,11.3,4.35,1.74,6.09,0.87,3.48,2.61,12.17,0.87,0.87,3.48,4.35,11.3,5.22,3.48,12.17,1.74,2.61
13.56,10.17,5.08,3.39,1.69,10.17,3.39,1.69,3.39,5.08,3.39,3.39,5.08,1.69,11.86,3.39,3.39,5.08,1.69,3.39
9.52,9.52,1.59,6.35,4.76,14.29,0.0,3.17,7.94,11.11,1.59,1.59,4.76,1.59,1.59,4.76,3.17,4.76,6.35,1.59
3.85,0.0,5.13,7.69,7.69,5.13,0.0,6.41,11.54,6.41,3.85,3.85,8.97,6.41,5.13,7.69,0.0,7.69,1.28,1.28
14.83,0.96,5.26,3.83,5.26,5.26,2.39,3.35,5.26,7.66,2.87,1.91,6.7,8.13,3.35,4.31,7.18,7.66,0.96,2.87
11.24,1.5,4.12,4.87,1.87,5.62,1.87,4.49,7.12,11.24,4.12,4.49,5.24,4.49,3.75,5.62,6.37,8.24,0.75,3.0
4.17,9.72,2.78,8.33,5.56,1.39,0.0,4.17,12.5,8.33,4.17,8.33,2.78,1.39,0.0,13.89,5.56,4.17,0.0,2.78
5.54,2.67,3.9,8.83,2.67,7.6,1.64,4.52,5.34,13.76,1.64,2.05,4.93,6.78,3.7,10.68,3.7,7.6,1.44,1.03
6.07,0.0,3.77,10.67,2.93,3.97,1.67,8.58,9.62,11.72,1.26,3.14,2.93,5.44,4.6,6.9,6.49,6.28,0.84,3.14
11.76,0.0,8.24,5.88,1.18,5.88,2.35,3.53,2.35,15.29,1.18,3.53,2.35,5.88,10.59,7.06,7.06,3.53,1.18,1.18
4.23,0.0,2.82,18.31,1.41,7.04,1.41,8.45,11.27,8.45,1.41,0.0,1.41,1.41,14.08,1.41,2.82,9.86,0.0,4.23
4.96,0.71,9.22,7.8,4.26,4.26,1.42,7.8,7.8,9.22,3.55,4.96,3.55,4.26,9.22,6.38,2.84,6.38,1.42,0.0
1.27,1.27,5.06,1.27,10.13,11.39,0.0,13.92,8.86,21.52,2.53,2.53,3.8,0.0,2.53,2.53,3.8,5.06,1.27,1.27
6.67,1.11,6.11,5.19,4.81,4.81,3.52,5.93,5.19,11.85,3.15,4.63,5.93,3.89,6.11,5.93,6.11,5.37,0.93,2.78
15.19,0.0,3.8,3.8,0.0,7.59,0.0,1.27,34.18,10.13,7.59,0.0,0.0,1.27,0.0,3.8,0.0,6.33,2.53,2.53
7.97,1.8,6.43,6.43,2.57,9.0,3.34,7.71,5.4,10.03,3.08,3.86,2.31,3.34,6.17,6.68,4.88,6.68,1.03,1.29
7.79,0.65,4.55,8.44,4.55,6.49,3.9,2.6,9.74,7.14,1.95,3.9,4.55,2.6,5.84,5.84,5.84,6.49,2.6,4.55
5.37,2.93,4.88,5.61,2.68,5.12,2.2,8.78,8.29,6.34,2.93,5.85,5.12,4.15,3.41,7.07,5.12,4.88,3.9,5.37
8.25,7.22,5.15,4.12,2.06,8.25,2.06,5.15,3.09,6.19,2.06,5.15,4.12,2.06,8.25,7.22,11.34,6.19,1.03,1.03
7.54,2.25,5.62,6.58,2.57,4.82,2.25,4.82,3.69,13.48,2.25,4.01,3.37,5.14,6.1,11.72,5.3,4.49,1.28,2.73
11.11,0.0,4.63,7.41,0.93,5.56,2.78,9.26,4.63,10.19,4.63,4.63,5.56,4.63,6.48,6.48,3.7,3.7,0.93,2.78
12.27,0.0,7.31,6.79,3.39,10.97,0.78,5.74,4.44,7.57,4.18,4.18,3.92,3.66,4.7,3.13,6.27,9.92,0.0,0.78
2.1,1.4,2.1,4.2,2.1,5.59,4.9,4.2,3.5,18.18,4.2,4.9,2.8,5.59,10.49,6.99,2.8,5.59,6.99,1.4
4.11,7.31,5.94,7.31,5.48,5.02,1.37,5.02,9.13,5.94,2.74,7.31,4.11,4.11,2.28,6.39,6.85,3.2,0.91,5.48
7.79,0.0,6.49,10.39,7.79,1.3,0.0,5.19,2.6,7.79,3.9,5.19,3.9,5.19,9.09,12.99,1.3,7.79,1.3,0.0
13.84,0.89,4.02,3.57,4.46,8.93,0.89,6.7,8.04,8.93,2.68,5.36,2.68,4.46,1.34,7.14,7.59,7.14,0.0,1.34
6.41,10.26,3.85,1.28,1.28,5.13,1.28,6.41,8.97,7.69,5.13,3.85,3.85,2.56,3.85,7.69,10.26,6.41,0.0,3.85
11.17,1.15,5.91,4.43,2.3,7.22,2.79,5.25,4.93,8.54,1.97,3.12,6.57,4.27,5.58,8.87,5.42,7.22,1.15,2.13
6.88,0.98,3.93,6.29,5.5,6.48,2.55,5.7,5.11,10.41,3.93,3.34,6.09,3.14,5.7,7.66,5.89,4.91,2.16,3.34
0.0,10.81,5.41,4.05,1.35,8.11,0.0,2.7,9.46,14.86,1.35,4.05,10.81,4.05,4.05,6.76,2.7,5.41,2.7,1.35
6.96,0.22,7.4,6.75,2.39,8.92,2.29,4.46,3.48,7.83,1.52,1.85,6.86,5.66,9.79,10.12,4.35,6.09,1.09,1.96
5.33,0.82,4.92,4.92,5.33,8.61,1.23,4.51,6.15,3.69,2.05,3.28,4.1,3.28,2.46,15.57,9.84,9.84,1.64,2.46
3.39,16.95,1.69,8.47,5.08,13.56,3.39,1.69,3.39,3.39,1.69,1.69,5.08,0.0,3.39,8.47,5.08,1.69,1.69,10.17
5.9,0.31,4.19,4.97,4.19,9.32,1.4,10.4,6.06,9.94,2.95,5.75,1.86,5.12,4.04,9.32,5.9,6.83,0.16,1.4
5.21,1.1,5.21,7.95,4.93,3.84,0.55,7.95,8.49,9.04,2.19,7.67,2.74,3.29,5.75,8.22,4.38,6.58,1.92,3.01
4.07,0.77,11.42,11.23,3.48,5.03,1.74,6.39,6.1,9.39,2.13,7.16,4.26,1.94,3.1,8.13,5.42,4.07,0.58,3.58
7.89,0.0,8.77,9.65,4.39,1.75,0.0,7.02,9.65,11.4,0.88,0.0,3.51,3.51,5.26,7.02,6.14,7.89,2.63,2.63
7.41,3.7,5.46,7.41,3.9,6.24,2.73,5.65,6.04,8.97,3.12,3.9,5.85,3.51,4.29,4.87,4.68,6.82,2.14,3.31
7.19,5.76,5.76,2.16,1.44,6.47,2.88,7.19,5.76,6.47,2.88,4.32,6.47,2.16,5.04,7.19,6.47,7.91,0.72,5.76
7.36,3.9,3.9,3.03,2.6,7.79,1.73,5.63,7.79,4.76,3.46,7.36,3.9,5.19,3.46,5.63,8.23,6.06,2.16,6.06
8.51,1.06,4.26,6.38,4.26,2.13,0.0,5.32,7.45,10.64,5.32,7.45,3.19,9.57,1.06,8.51,8.51,1.06,3.19,2.13
3.53,0.64,4.65,5.3,4.01,4.82,0.16,10.43,5.3,7.38,0.8,12.84,4.33,3.37,3.37,8.67,8.19,4.82,0.16,7.22
7.95,6.82,3.41,9.09,3.41,7.95,1.14,2.27,5.68,10.23,4.55,4.55,3.41,0.0,9.09,3.41,6.82,4.55,1.14,4.55
10.28,0.0,5.61,5.23,3.18,4.67,2.24,3.74,5.42,10.84,1.5,4.86,6.36,6.17,4.67,4.49,6.17,6.92,2.8,4.86
7.09,7.87,3.94,3.15,3.15,8.66,1.57,3.15,2.36,16.54,3.15,3.94,4.72,2.36,0.79,8.66,9.45,7.09,0.79,1.57
8.47,0.0,10.17,5.08,1.69,6.78,3.39,5.08,8.47,6.78,3.39,8.47,0.0,8.47,0.0,8.47,3.39,10.17,0.0,1.69
3.03,3.03,3.64,1.82,4.24,9.7,3.03,5.45,3.03,9.7,0.0,3.03,7.88,1.82,9.7,10.91,8.48,7.27,1.82,2.42
4.72,1.42,3.77,6.6,3.3,3.3,5.66,8.49,12.26,8.02,1.89,4.72,2.83,4.72,2.36,4.72,4.72,8.96,1.89,5.66
12.39,0.0,6.19,7.08,1.77,6.19,0.88,3.54,1.77,11.5,2.65,3.54,4.42,4.42,8.85,4.42,2.65,13.27,1.77,2.65
4.94,8.64,1.23,8.64,2.47,6.17,1.23,4.94,3.7,11.11,2.47,3.7,2.47,3.7,6.17,8.64,6.17,9.88,0.0,3.7
3.61,3.01,4.22,3.61,10.24,5.42,1.81,12.65,7.83,13.25,4.82,5.42,2.41,0.6,2.41,9.64,3.01,4.22,0.0,1.81
13.65,0.37,6.64,5.17,3.32,5.17,0.74,9.96,5.54,5.9,2.21,4.43,5.17,4.8,5.17,7.38,4.06,9.96,0.0,0.37
8.02,1.25,3.51,9.27,3.26,6.77,3.01,6.27,6.02,7.77,2.51,3.01,3.76,2.51,5.01,9.02,5.51,8.02,1.25,4.26
6.9,1.19,4.29,6.43,4.29,8.1,1.9,5.24,5.24,10.71,2.62,3.33,8.33,3.33,4.05,8.81,5.24,3.33,2.14,4.52
6.55,6.99,5.68,6.55,6.99,4.37,2.18,4.37,6.55,7.86,1.31,9.17,3.93,3.93,3.49,6.99,5.24,3.06,0.44,4.37
12.38,0.0,7.62,6.67,6.67,2.86,3.81,5.71,1.9,6.67,1.9,4.76,5.71,1.9,10.48,1.9,4.76,6.67,0.0,7.62
7.9,1.71,6.09,5.1,3.62,5.94,2.66,5.98,3.85,10.31,2.01,2.89,5.83,4.06,5.35,8.93,6.61,7.4,1.4,2.36
15.58,0.0,5.19,11.69,1.3,6.49,1.3,3.9,0.0,6.49,2.6,0.0,0.0,6.49,12.99,7.79,12.99,3.9,1.3,0.0
8.97,1.28,4.7,5.56,6.41,5.98,0.43,3.85,8.12,9.83,1.28,5.98,2.56,2.99,5.13,9.4,5.98,6.41,0.85,4.27
5.23,2.61,3.92,5.88,4.58,5.88,3.27,7.84,1.96,7.84,2.61,3.27,5.23,9.15,9.15,5.88,1.96,7.84,3.27,2.61
8.54,1.22,9.76,9.76,2.44,2.44,0.0,6.1,10.98,4.88,2.44,2.44,1.22,1.22,7.32,6.1,9.76,9.76,2.44,1.22
7.77,1.94,9.22,11.65,0.97,6.8,0.49,5.34,5.83,7.77,6.31,6.8,0.97,6.31,8.25,4.85,3.4,4.37,0.49,0.49
